occurrenceID,life_history_stage
bb314740-ad25-4547-bc95-f8fa3a7ae896,Male;_Adult
c419d2b4-715c-488f-b6bb-4e6d13cd99df,3;_CIII
6dec3214-2974-4a02-a404-76c6fb515589,4;_CIV
1a001039-c782-4598-aa46-588d20b9ec35,5;_CV
87dd6d0f-e823-47a5-a9bd-1eede745591b,Medusa
f8cdc7e3-53ef-4c30-bbe1-9449e09e2a01,Veliger
e84e0223-0310-47f7-a563-7badd6e05911,Male;_Adult
dc569775-2f45-45b4-b7c4-641ef3b6d138,4;_CIV
34df3b18-1fff-4bd6-9cc3-6e2864c440a8,5;_CV
c53e30ca-ad91-4a98-bcdc-e8832e81b667,Female;_Adult
8ab0a834-ee05-4e88-bf2d-d0d88c6a319d,Male;_Adult
9e6361ea-5236-4d3f-be60-16193c7e9b09,5;_CV
c5979658-5e2b-4dab-8e65-f74c2136a66d,Female;_Adult
c4a0732e-bedf-49ba-947c-db2fab381c69,Male;_Adult
11b900c4-08a3-40e1-ac88-376724ca31eb,Egg
09789133-c34f-4e56-9002-f22ee3ffbbee,Unknown
22df7530-ef50-452d-9024-7ae699dbbabd,Unknown
9d0d589e-c5dc-4dc1-a59d-4225f19c0b6a,Unknown
3f2fcd90-d8dd-4d56-8387-661e7801f7f1,Female;_Adult
1bfc73cb-6638-4213-ad60-eebbf812a712,Male;_Adult
8e619d8c-fc1c-4a41-92fd-d6b80dd98464,3;_CIII
618b6567-f874-4fde-af23-0296a5aa3878,4;_CIV
a5f928e8-6365-41b9-9294-89aafc456f7d,5;_CV
4288a95e-c4bd-42f1-a4b1-bc7aa54db96c,Female;_Adult
0b6745f5-7bf7-44e9-b454-7e2452cae1d6,Male;_Adult
a81b697f-a193-4d87-becc-c33d27d04caf,4;_CIV
b286027e-fe7b-4c2c-a1b1-525bc58a2416,5;_CV
d5bc2325-393c-4506-ac08-1b2099bfde84,Unknown
0d459316-5353-4df9-b107-d42914474d03,Medusa
0451c1c3-bb28-47e9-ac34-e67460e266a4,Copepodite
820caeb2-72e1-43f0-aa2d-f3e9783401f0,Female;_Adult
e3158e2f-8274-4fee-8b8d-35083b8ab4c2,Copepodite
7ebd8f40-5411-434f-a4df-e0d8593b964b,Female;_Adult
e4103f26-1c8c-4b65-9028-4a36dcf79092,Male;_Adult
47145b09-3bb7-4e82-b0c6-eb4c54f956c5,4;_CIV
9c970553-0fcf-40ca-a6dc-7e4e92f7ed0a,5;_CV
10e06edc-5d68-4ffb-a091-e681e22070d4,Unknown
c72c1ce4-8460-46bf-ba56-1e6b27f39b65,Female;_Adult
be1eb1a5-5116-458e-8fed-d0cf5f79459a,Male;_Adult
2a523156-a74c-4458-94ae-75794ace7274,3;_CIII
f8e1a5da-d0be-464c-b05e-7d74cdb750e9,4;_CIV
0379e0c8-d7fc-45f8-9a19-2ad2e7cabd8d,5;_CV
0d3fcca0-61b8-4860-9c6d-09ed6c6728b4,N2;_Nauplius_2
028ac9bd-2301-4a96-b154-e20658f22f47,Female;_Adult
92e944f7-d2c8-4dc9-8cc7-db5cb6c1a56d,5;_CV
70af142f-d160-411e-9ba7-f49e970f49ac,5;_CV
2129bfa4-f358-4164-b590-8e3d33e11c73,Medusa
4f20b914-093a-4911-9b83-5a3e625e2a35,Veliger
bf2d8826-21b8-4b66-b76a-bca89d9a7faf,Female;_Adult
8524a9e4-3d98-4a74-8f0e-8677eead637c,Male;_Adult
db35094e-5af7-4660-8f96-3394a4324a22,1;_CI
d46f8f44-9373-4c55-971e-ee932b802222,2;_CII
54770e78-5395-440e-8b14-cca95d997fbc,3;_CIII
5e27a139-3a8a-43d5-98b2-8b789ad9f03a,4;_CIV
19fc4421-f413-4ef2-925f-7fb24cb0cde5,5;_CV
4eeae540-1041-4745-9fc3-9b6d8a8c4743,Female;_Adult
e182d2b6-f47b-46bd-a9c1-c8c0a8a1a40c,Male;_Adult
c5f69b55-ffca-4ab6-b431-84b524db634d,5;_CV
99b758ea-3440-4bd9-bbb1-bd4049cb0cdc,Female;_Adult
90b18fb0-b422-406e-b838-9aff7eb79ee1,Male;_Adult
76303471-cd44-4c59-866a-9348e646d087,Egg
3c2073ab-7e63-4089-ae55-0e52c5a4fa61,Unknown
cbdf9bcc-65f7-47d7-9afe-adb76c4e1668,Unknown
02df5d4b-b841-4458-a1ea-d00ff2b8429c,Unknown
0fb6e127-dcb4-4585-8e5d-612aafaabb06,Female;_Adult
c8cb6d04-c4f6-4eef-8b64-92978b852d4e,Male;_Adult
ad4719ad-21b4-4b0a-b101-446d37543040,2;_CII
a8b8cd6a-52b8-44ed-bcd2-6dea1b9578a0,4;_CIV
a6408511-f0e0-49f2-bb10-21192f6b3525,5;_CV
98250252-3688-4dae-94e9-cfe97548dae0,Male;_Adult
86458193-07e8-405d-8385-ac95e8796645,4;_CIV
9beaaf26-65ad-4573-b239-397b2d645eed,5;_CV
789c680c-eee4-413d-9584-43dde3163382,Medusa
2171dbcf-052a-4109-95d0-ed4ffcef54b6,Copepodite
bb6b42ac-11dd-4b82-9af8-3b058606b421,Female;_Adult
0881b0a1-4cea-4952-853c-2cac8f6e89df,Copepodite
98548d6c-7949-4e16-bca6-238f347344b8,Unknown
bf2e5966-8211-4594-b7b6-983c4e438199,Female;_Adult
779026e9-1c71-4aa9-9aca-6eb0179bd22e,Male;_Adult
f51df917-2274-41cd-938f-0c74b74e08a7,4;_CIV
942f9925-c92c-47e5-a802-966d544a5f48,5;_CV
24693c8d-53cd-4643-a203-4081dd5bd6af,Unknown
c3a3e882-7819-439f-a49f-b6d93db67765,Female;_Adult
6fe8c80a-d553-456e-8851-23b1ebe8fb8c,Male;_Adult
086c0e80-6e1b-4df6-b05b-b10e9545c6bb,3;_CIII
16566e97-e733-4ac9-a776-bfe8d9b2f87f,4;_CIV
949b88d5-d2f0-4fa7-a30f-3bb88be42942,5;_CV
00cd86c1-eccf-4b3d-b681-59461b0e8132,Metanauplius
1b76bb78-2589-47a6-b962-2b556f40cef3,Z1;_Zoea_I
09acf37d-0987-489f-8d02-792f165b012d,Unknown
425d7dc1-ca27-4145-8646-57f37475dbbb,Unknown
57fe09e9-4677-456a-9abd-7f485c1003be,Unknown
82d2cc95-2be2-4974-ba47-eea67e7e1534,Adult
8a2bbe5a-077c-4a25-9cab-bc29d73eaf83,F1;_Furcilia_1
f2143923-70ed-444c-b64a-08c92e628105,F2;_Furcilia_2
3e27a1ab-c9df-403f-ab0a-84b2ccc9a3cb,F3;_Furcilia_3
a54d7263-42a4-40d9-a13a-f97abfa24ed5,F4;_Furcilia_4
39a15657-02dc-48ed-80cb-a661179a1741,F6;_Furcilia_6
5216cde2-a6a2-4663-a175-efe9e38072db,F7;_Furcilia_7
3d7c679a-4d12-4512-aa57-b9644b35d8e8,Juvenile
4f63102f-14a6-4040-b807-0b147170e6e2,Z1;_Zoea_I
daa11795-898f-4583-98c9-08b232eb0f45,Z2;_Zoea_II
d9891027-8cc0-49a1-9009-1248ef410719,Z3;_Zoea_III
746c1aee-4e9f-42f8-a03e-494719053ced,Unknown
30abae22-87e6-41a6-9f12-618257f77110,Unknown
d1354dbd-e6b4-469a-bee0-351031254226,F1;_Furcilia_1
4d62f51e-b92f-492b-a301-28b5f80d5b8e,F10;_Furcilia_10
d93ebdc3-c71f-45d0-b356-e01a118564f6,Juvenile
fb8ffc99-3939-4c67-9480-91a7b95cb244,Female;_Adult
6884e82a-1abf-43e8-9642-02a211f1ecbe,5;_CV
eb71b657-2584-4cc5-aa96-d0e061093395,Veliger
74260bcf-9b92-4b55-ad38-f7a3b2eb2795,Female;_Adult
2c60df67-6416-4b7c-81fc-dd64f4c99c6b,Male;_Adult
4a8f2660-754b-4d46-a814-470eac413614,1;_CI
17b2ec5c-b3e3-4d24-84c4-3a582cbfe0ec,2;_CII
b30da976-2dec-4270-a209-5e64eeb4ca4f,3;_CIII
b79bd1af-baad-4d58-9e99-7fb848cb6bdd,4;_CIV
b488a9aa-81e5-44e5-a779-292cc4c66bb2,5;_CV
e0f6ed4e-19b5-4a42-9a82-827f97b4dee7,Female;_Adult
fabd8509-f693-4bc1-b240-dbc6e4fb8000,Male;_Adult
1cef2990-6217-49ad-a57b-0d9d9ead9f98,4;_CIV
928ba3ad-3c4a-4543-a3ec-79deb3585ac1,5;_CV
75dd6760-c2be-40b5-83fe-e0be337ef5af,Female;_Adult
cbe32a79-23e6-4a8e-bc50-33126edf7f8b,Male;_Adult
2706d181-5ac6-40c0-b501-f4769f35a01a,Egg
b21e6ac8-fbb7-42d7-80b4-48be8e3ff09a,Unknown
9beb3af0-855f-4d59-bdd1-69b415ef3632,Unknown
69416dba-f2d6-490a-9225-03cade71be30,Unknown
727ed716-e70d-41dc-ad14-6daec85e6537,Female;_Adult
457a42b7-3843-4250-8240-2326f88a4390,2;_CII
88c100df-3f1f-4da8-87f1-15cde6046b17,3;_CIII
c125f038-865d-480f-9a4b-b9386cbf379d,4;_CIV
d74a1f8f-860e-4d08-9a4a-126e3efd2bc0,5;_CV
a6dd01fc-7d1f-49a7-9b97-eeec07bb6949,Medusa
a94c00f2-f3be-401c-b60a-8ef6474293d7,Copepodite
e0395d59-0001-44de-bf77-07df16bd599f,Female;_Adult
851b81cd-eb4e-4db7-8f18-225cb8d4fb3d,Copepodite
af3d2836-fcf3-486c-9937-bdc53fb8d1a6,Female;_Adult
9f640551-094a-4e35-9c82-ca166fc907f7,Male;_Adult
a5eef347-b59e-41bd-9834-6707013b427f,4;_CIV
b938c979-4889-4d20-bf37-dce816120e22,5;_CV
eef0ea39-f7d0-472d-857c-b6f3182859f0,Unknown
89f08aa8-8859-4310-ac64-e7cf031c52ff,Female;_Adult
cd9c388c-5946-4244-9818-14a4ab986c51,Male;_Adult
e4c6798c-abb6-435b-a069-c8ff44846a8f,3;_CIII
d3ad5982-ff3d-430d-9e1d-1a572f9eb246,4;_CIV
2c291cf6-2a78-4345-8c02-a61363bfbf77,5;_CV
a8dbdaec-f5d6-47fb-ad44-a69ec3a1affa,Z1;_Zoea_I
4f1a06c9-3990-4fcd-bf8a-8ff521a76898,Z2;_Zoea_II
a9269f57-fb5b-4fad-ace0-ab10667744cb,Unknown
282b3de8-7553-44af-8cac-27be167e9ebe,Unknown
ac22a7c9-9700-4b3c-af51-5161763c8896,Unknown
e0ae0fc3-26c4-4d42-a425-1d2a6583cc61,Unknown
9712bd1a-73a0-46ff-bfdb-fd00e85f0e2d,Adult
729df112-6d5f-4082-bba9-1d944a20f923,F1;_Furcilia_1
fe85daaa-d3f3-452e-a03f-5a5afe17c9e3,F2;_Furcilia_2
b85bf7d8-cbf7-41ea-9d8c-3689ed6ada42,F3;_Furcilia_3
14572b6b-ca1b-4cf1-8ff9-af6903a854dd,F4;_Furcilia_4
d2612634-7fca-4816-b81d-50d720d3e85a,F5;_Furcilia_5
53e19954-f1e2-4488-a3dc-21b47284f76b,F6;_Furcilia_6
bdb9f40a-bb75-49e5-b8d0-5cc9cea13c9a,F7;_Furcilia_7
6260a1f2-6d96-4d13-bce7-b44b3f9cfe2f,Juvenile
63c4c991-ab33-4810-af79-5c5b665d229c,Z1;_Zoea_I
4f7c6de7-d3e4-441e-990d-f3a4d2d5c6fe,Z4;_Zoea_IV
7be9dac7-7be0-4a97-9f6e-7c7581d0a7c8,Z2;_Zoea_II
4adecab1-4e1a-40ea-aad9-828bca03c4c6,Unknown
97e5b2bb-2a68-4baa-8ad7-762f255ea0d0,Unknown
4c06ef0f-12a2-4470-83a2-a6d0824c7f94,Larva
f6966769-b7c7-43f8-83c6-3b0086919cf2,F1;_Furcilia_1
691658ad-8451-4764-86d6-9464666e4209,Juvenile
5a56dc91-9b68-415d-ad9f-1fd7a2d225cf,F3;_Furcilia_3
e2d8274e-883e-4a3d-a3cf-9f0094e38590,Female;_Adult
897e060d-1601-47bd-8b74-9dd211672bff,Male;_Adult
dfa4dd63-ee27-4726-b248-f264365ae760,5;_CV
2125755a-c446-4cc3-aa05-a1f952907e89,Cyphonaut
4e73cc0e-60bf-4920-adac-56eedf0c4b5f,Female;_Adult
8f192e5c-e446-4411-afe9-8e30ac50ae46,1;_CI
7c4bce1a-67e2-461b-a375-7a44be4ccb32,2;_CII
73ba4028-40d9-41a6-9295-06d22b58f00e,3;_CIII
2e465ed8-24ea-4d95-b168-c2e2f0cdc110,4;_CIV
b6797855-9180-482e-be3f-b038649b3778,5;_CV
6da7ebee-bdef-4cf1-a331-01204556b9df,Cyprid_larva
428ee808-e5b1-44f2-a825-81307e348e83,Nauplii
07716030-e3d0-4549-99fc-016007f7b98c,Female;_Adult
bdcc6e5a-e255-4dcf-b545-379e86856cf9,Male;_Adult
421770dc-5640-450d-a65e-0a91e121a136,4;_CIV
f29b1dd3-67fc-42bb-86dc-85c6936ab752,5;_CV
6d8e9283-18f3-42d7-9c7f-5f3cdfcfc641,Female;_Adult
26116aa8-d748-42eb-83f1-7baaf3ed7e2e,Male;_Adult
af7c5e77-dcc6-4294-9471-47168a9d2ed9,Cal1;_Calyptopis_1
73f50210-c433-4d59-8475-869c35551815,Cal3;_Calyptopis_3
42b2efe3-5e03-4521-9092-8b0f989d948e,Egg
23320db6-66a4-4801-974a-2a4f70510cb1,Unknown
8b2d09d7-9e7c-4d18-8b75-5fcc17ad1ac7,Unknown
56c9ee2b-6e82-40ba-8dbe-11685ae606d6,Unknown
f8965b3c-ca01-4ee4-b5b2-035cf5beb347,Female;_Adult
22789dd8-fba6-466d-8e98-d2174527c590,Male;_Adult
e6cf61c4-c79b-445f-b9d4-5215dd217de5,3;_CIII
6492a602-2f1f-4086-922c-a9bf81399ec1,4;_CIV
94efcd7b-f1ed-4f01-91ba-90626202066f,5;_CV
bd01b59a-ca10-4a84-aa50-5cc675cce6c7,Medusa
3449d816-8a1b-4f91-9daf-d94b77542d80,Copepodite
4b8fff24-04e2-418c-b1be-44d471b25610,Copepodite
6dc55bd5-992d-414c-9e72-612bbf42f476,Copepodite
425934bb-9785-4fa7-8e6c-4d3369f2f02d,Female;_Adult
dbac028c-cdb6-43e0-a7e7-61b31007ace9,Male;_Adult
fc92abf1-f015-4d6f-9c45-bdd39ba8cef4,4;_CIV
fdc8dc5a-8699-43e1-a9cf-bd69908f479f,5;_CV
beb7394b-bf46-438e-9b49-0c65c51b6c38,Unknown
50c5006f-f844-465e-88bf-3f582e0857f2,Unknown
84a8d382-1281-4faa-82a3-9852404f327b,Female;_Adult
0b9ff72c-719d-46de-b7be-669cb98cd4ed,Male;_Adult
bd1d66cb-5e6f-44ec-bbb7-d7a63f079ec6,3;_CIII
4f15298e-5578-4096-bf71-53ac9e4869db,4;_CIV
2b823f54-c4ca-4cb4-b1dd-528aa334599f,5;_CV
eebcd830-c37a-4313-9a40-1aed6f656888,Unknown
22962fc9-3e7a-425d-8e00-90245ed9c0a2,Z1;_Zoea_I
fb4533bd-3914-472e-a350-85445df99103,Z2;_Zoea_II
de978457-766d-4751-afd3-c874a7ed34cd,Z3;_Zoea_III
4e0807e3-ca40-4b32-a1b4-8eddba28fa41,Unknown
6d3aeb43-546c-4f2e-a0f6-5b1dadcec7d1,Unknown
5e414186-a0e3-4ab8-af0a-0c9307d0190d,Unknown
a8e7d57d-36aa-4140-adda-5cabcefb8e87,Adult
5e3bf807-11de-4f33-975a-8000aaf09114,F1;_Furcilia_1
33c986e7-c415-4bbf-b0e2-bf7aab90b910,F2;_Furcilia_2
b8b8fbcb-c6c1-454c-849d-14e3a9d63c2d,F3;_Furcilia_3
6b1c0543-40e9-4a7c-a39c-36134a18beb5,F4;_Furcilia_4
de8d85f9-6adf-4114-aaa2-d3858299485d,F6;_Furcilia_6
0461e255-d35c-49f8-bf6f-23c2ec826e9f,F7;_Furcilia_7
66fd4fdf-b2a5-4777-bf84-fe72327812c7,Juvenile
b25e14dd-0e5d-45bc-9811-366fed70a92e,Cyphonaut
9c7034d2-7f2f-4c09-8280-f8923f0b288c,Juvenile
e0c76827-14aa-4041-97cb-9d90a5348655,Z1;_Zoea_I
f681f5f2-2a4a-456b-bc1b-521451c7d515,Z3;_Zoea_III
8f3bb106-e66e-4b77-911c-14a027ab1b7e,Unknown
92c572e0-914e-4fb0-b0aa-efe51d7b679c,Z3;_Zoea_III
94a57779-ca89-4bad-9377-7b12dc5014d5,Unknown
408fa2ec-2560-4cb2-943d-78069938e611,Adult
9cb4d0b1-3e16-4483-9c69-d1e2c1dbbde3,Juvenile
9c3cc1b5-e1bf-4d24-be26-4230c0f4a6cb,F5;_Furcilia_5
1d3914ba-79bb-47a8-aec1-70f52b40065b,Unknown
1e1fca85-b321-4ffd-84b3-bd105e3e9dcc,Cal3;_Calyptopis_3
245dd27b-53b4-46ce-8079-3c6f17cd1f0c,F3;_Furcilia_3
ce61537f-24c3-4a86-ada1-d44d56d38f62,F4;_Furcilia_4
18e6beb6-ef0f-474a-9edd-9b5efbf8d1c2,F5;_Furcilia_5
521a4158-8a42-42a9-8cd3-eeda30b94344,F6;_Furcilia_6
24cb79ea-688c-4e18-90dd-90f41e4dd5dc,F7;_Furcilia_7
b0645003-1804-44cd-ae5a-651e0a719e10,Juvenile
d1d13e94-6b01-4ff8-9155-0c7b4a6a6fa3,Z1;_Zoea_I
4e62f564-9ef6-4bd0-a6b3-eabab75e8d72,Z2;_Zoea_II
f641a077-64dc-46a1-a904-36df9d69704f,Z3;_Zoea_III
a4f0b34f-4c9e-4b40-a0d7-96b0efbe5d07,Unknown
5ddd3259-4310-4a51-99c7-f2bd9f0c4dcf,Unknown
f74b3fb0-53f6-4dcb-965d-d589c26504da,Nectophore
2db422f3-9d48-4003-ad1a-b5327809e76e,Unknown
66f39b43-2edf-4921-b241-99d728e971e4,Z1;_Zoea_I
434bf216-8ac2-4757-99ec-6ffbc1a1badd,Female;_Adult
1868f928-202e-4d5e-8e91-057088a8d4a1,Unknown
6715c77d-5ed3-43a4-9784-85e31c617e64,Egg
27393d1a-c1f8-4f69-adb8-2332b3541b1c,Larva
8e6d7053-c5b9-4d3c-bede-6ac6ace4ca21,Juvenile
2eb3be13-eb07-4d69-9670-85a224b8306f,Unknown
bea28383-8560-4217-831c-d97f1a3d1200,Unknown
35e90aa8-ce76-4965-bba9-cbb6ee05f9d1,Unknown
c7198ac7-0251-48a2-9577-ea0de1c5f76a,Unknown
178a04c6-6e59-454a-b28a-a59726ba5388,Female;_Adult
53524567-31f1-4621-8331-bbcc76622f0c,Male;_Adult
348f2125-50e9-484f-962d-f3090f0cc0b1,4;_CIV
a685ed21-2ea4-448e-891d-bbfc5fe05814,5;_CV
43be62f5-59c7-474a-afd4-9f50fb0f2dbd,Veliger
9041f36e-3200-4a89-b3ca-aa03a42c227c,Female;_Adult
231380bd-a92c-46f7-b7e1-2285c0d5668d,Male;_Adult
51453a3d-6008-457c-8410-d5babdf08f6f,5;_CV
75441153-2e77-4e04-badb-9fe1a125222d,Female;_Adult
694a327f-a751-44cf-9206-743544c436b0,Male;_Adult
df26e08d-f4b1-4f31-804f-4a78b59b6a64,Female;_Adult
dd9ced1b-e836-499c-ae05-49d72f0dd339,4;_CIV
3a02cfab-da84-4318-80df-e8a8bcbfaf27,Unknown
60f7cde8-3909-400d-a8ab-9b222c94cd4f,Unknown
2b053d61-102c-4754-8fd8-8e65db4f332f,Female;_Adult
63d751da-f8cf-4010-b12c-3a0be70c5173,Male;_Adult
b88c2840-c740-433a-b240-8406fe74f78c,3;_CIII
f7616cec-6e1e-4504-a969-6ac3d0c7280d,4;_CIV
99993f18-0e46-4118-a5b2-13c3e1953590,5;_CV
2f183416-7da3-4f99-b857-3505779092f0,Female;_Adult
c7a84203-ad9c-440f-95b7-2a14dc2d0a3e,Male;_Adult
f601b7aa-4cd8-4407-8862-f7b0580f858e,4;_CIV
bd82997e-fc7e-4aed-a18a-710aa6764199,5;_CV
0c2b23f8-b962-49e9-974c-b7757b6819a0,Unknown
c412d14e-e067-4269-9213-632188b412eb,Copepodite
9831d6d0-acdf-4810-9f4c-5f804c079b31,Unknown
064f119b-a727-424a-af48-b504c406c16a,Female;_Adult
0e70b7b2-49b6-42e6-a7ab-e755b44fdd09,5;_CV
820e9c52-d789-463d-aad0-896ff6a95bcf,Female;_Adult
a808cd1a-b0f3-482d-ad81-5ca91c7f337f,Male;_Adult
f129b9a3-e3f9-4760-92aa-8d77db6ae446,Medusa
478da48a-b995-4421-bcc7-69301e4f6474,Veliger
b54d0ccf-bf7f-4131-82ae-97f6de4fd458,Female;_Adult
b777b3a4-8880-41eb-9607-30e7fb031248,Male;_Adult
9a5b6c00-b0a8-4859-a245-8098b8e962f2,1;_CI
5821c647-0161-4122-933b-5c6cc0c1862a,2;_CII
59d6b9a7-b90b-41ae-ab2c-fba93ba263a3,3;_CIII
153716f1-a451-469b-8e64-fd0d2a43c94a,4;_CIV
29c342b8-b91e-4457-8f69-6c5b290c2486,5;_CV
068db051-d4ff-4bb3-9dcd-8207f1ae140e,Female;_Adult
4216fed6-86df-4379-8c43-52179848137d,5;_CV
638fba38-662f-466f-af1c-a2fa7f0c63e0,Female;_Adult
f474a7c4-6d69-498f-8eae-3b94771a7c42,Male;_Adult
72054979-7edc-4fc2-9113-f2eb6097490d,Unknown
82ff8e5e-32f7-4703-a3c8-99658c2b6978,Female;_Adult
37a2b3d2-a135-4ef0-828c-8fd3e949a290,Male;_Adult
9d01b574-1386-474e-9b57-c967d2bd5644,3;_CIII
e50ed02b-915b-4bb8-9ca8-82d3c36851c1,4;_CIV
9d093aa7-743a-4028-8d34-192842e54aad,5;_CV
4e7252d5-2e56-43b3-b24d-51ff8d4bcbf6,Female;_Adult
fff31462-0c40-46ce-bd0a-d7bcebe056b2,Male;_Adult
4a78b88c-91b3-49f5-ba3c-139ee2532d4b,5;_CV
bde6516c-f7ad-4b1c-99f1-727785c2206f,Unknown
ed669243-66c3-4171-a327-88e17214a629,Unknown
e92ada81-0179-4b81-8b4f-6fae20b4c34b,Female;_Adult
160e51ed-5ac1-488a-971e-fc41e26b3c13,Male;_Adult
db011f9a-1635-49a9-8e10-1c3dbc622eeb,4;_CIV
2a98c653-6104-43fa-942b-03e677c1f5e4,5;_CV
947439e2-4bb7-4cd9-86ad-81af543d6afc,Female;_Adult
cc14cae0-a7a7-4f85-a0b0-0d459bdcf7dc,Male;_Adult
f7360995-14e4-43b1-bb1a-7f108dc5be8c,3;_CIII
5e01b425-f429-4fe0-aa38-0a1199b40bd7,4;_CIV
f6040322-0921-4963-ab7d-470898c9cd22,5;_CV
102bd25a-6dd0-4d56-91e8-2f1d92a63554,5;_CV
81cc833a-449a-4ec4-91cb-b8e9fa756b63,Female;_Adult
8c964ed6-9e06-40d1-82ad-5c795c56a9eb,Male;_Adult
cc193c87-98f8-407a-ad43-ada1afa8bcb9,Veliger
5169bebd-8baf-40c2-aac7-99a1ce79cf31,Female;_Adult
e3b37bd1-3542-4198-bb21-783ee1fe4767,1;_CI
b31eeb58-eeaf-4337-98d6-82ec8d4d3b2f,2;_CII
3d9f345f-202b-4270-a85f-9f91dda34f42,3;_CIII
f9729e93-9f80-4d39-b5ec-2ecead9c928c,4;_CIV
558a850b-78d1-44b7-883a-6ef6a53fd24d,5;_CV
3c9883e5-b077-4df2-8a10-cb51fce02b90,Female;_Adult
789b9f93-7a0e-426e-b506-59feb6be815b,Male;_Adult
ff995490-ad64-4294-8d5f-af7ed4802c23,Cal1;_Calyptopis_1
9cc61909-853d-43e9-bb1b-6ec1dc843f45,N2;_Nauplius_2
3a2303d0-ea1f-4c7a-a3a3-9dbf91931bdf,Unknown
89be710b-822a-4ee2-a89a-67bd0ea92111,Unknown
0a21cb53-ad70-4ead-ba44-cdd1f7f05b92,Female;_Adult
65e0e472-d939-49cd-b744-5e3b30cd1b76,Male;_Adult
85f151c2-7de8-4343-a82a-7672b0d80bc6,2;_CII
b0195cd2-e34e-43fa-8c5e-7937f69e905b,3;_CIII
48b56efe-dce6-4095-81a5-8c80e8ff98ea,4;_CIV
ee0a12fb-a62f-4d71-9b04-ca4e3b0514dd,5;_CV
eb626236-e78b-4b11-8feb-811fc45ab9df,Female;_Adult
be2d5594-eade-4c27-a4f8-66c0bd829e64,Male;_Adult
f2a500ad-4267-4131-b68a-d3b849eb2d77,4;_CIV
39a359be-13c1-4e1a-a280-0dc2ef62896f,5;_CV
62776399-c78b-4fd8-8236-67a6abeedfd1,Copepodite
58a1d45e-4b67-4ecd-ad61-1d0f61435734,Copepodite
761df684-6d37-4823-a9a5-a940a8fbb22a,Unknown
5d1e5662-e12f-4522-b010-2dafc9b5a2d4,Unknown
86cdd144-47ec-4e67-9494-fdc2688f2f1e,Female;_Adult
67bd33a6-f1a9-4660-b460-10a7c65cbceb,Male;_Adult
aaf2b21d-768c-42e3-b0cd-b82fe7000776,4;_CIV
5b6f32fa-60e6-4486-8f6e-41e067a1f697,5;_CV
a50c4e61-8915-4e83-94c1-acdebc355275,Adult
893932ae-ee2d-4c8f-bec2-c07b448341fc,Unknown
9669f4f3-072b-4edd-8369-dcdba98dc6c9,Female;_Adult
79112fbd-6f66-48ce-8ac2-101a83939e7a,4;_CIV
aaacb5bf-2381-4fc5-905c-7f1219979e4f,5;_CV
319c427d-ca94-4531-b40d-58cee4f2ff85,Male;_Adult
417421bf-3bf2-4232-832a-347ab1c88580,Veliger
e78c3ae0-9542-4971-9cab-e7d837341875,Female;_Adult
8053c332-6104-40cf-a0be-7b96399e73db,Male;_Adult
deae27f9-4f25-4639-9650-87911d17b8a5,1;_CI
3cdeb53e-7d93-45b7-b869-ac5504ae4355,2;_CII
d6d1e751-d75c-4313-8288-66a308fc403a,3;_CIII
1ec763e3-ab9a-4b47-9e24-6a79946da7f1,4;_CIV
b2467704-c464-45fc-861d-6f591b3173b5,5;_CV
e251fb6f-10dc-4ea5-9269-d834068ac216,Nauplii
95913036-13e1-4255-ac5f-ea1c63a3d7b2,Female;_Adult
31479d54-c5ab-4640-9099-2884ccae1500,Male;_Adult
f9c634c9-1bba-4bd1-8e79-8d156ccacc12,N2;_Nauplius_2
2d2bb312-5544-4919-b2a3-78be0acfd9d4,Unknown
8c1486ed-4116-4117-9eef-7e0c2d264599,Unknown
36e8c5a3-38f7-42f1-b1e9-eb2810fffc08,Unknown
3338e7aa-95b5-4e81-80ff-9810419245ac,Female;_Adult
c860e8d9-a5e6-47c5-bbf0-ba6ed189293d,Male;_Adult
0b19fe38-ed12-4b3b-8d5f-1e2c5d4e2ef1,2;_CII
85e1926a-2c52-42e5-bc67-26724a3f0197,3;_CIII
4070f12a-9ff5-4ed4-8354-cdb5dabc8e0a,4;_CIV
39388830-ce1e-4ed3-8ff3-b057b93575bb,5;_CV
504fbfc6-3a44-445f-94ad-8a9cc6919af4,Female;_Adult
f148d438-ca44-4d62-a3fb-9cea22e8dbf8,Male;_Adult
4d5e11cc-2af6-41d3-9e35-80e2cf76d115,4;_CIV
5b6c1467-76f1-4e67-8578-7ba34581461d,5;_CV
82b7f8c8-df31-44e7-9be7-c4e111dc98e8,Copepodite
c70330a0-fb7b-4462-9d65-92a117d32831,Female;_Adult
2c202467-13df-4329-8961-0ba6d1de2a8b,Male;_Adult
3b2b753e-e36a-4fa2-8cda-095c3158b6fc,Female;_Adult
3822d0ec-98c1-49e3-aa7e-97574f222d86,Male;_Adult
c03d6175-7a2b-42ed-9247-5431f4f95ea0,4;_CIV
833ec5ee-0acb-45c6-822d-ab6938ef67be,5;_CV
6c1ae2df-875f-4a22-8e0e-5a42054a7a74,Unknown
ae4dff00-d5e4-4287-90c0-fa7f8900bb05,Unknown
f187a45a-a9a2-4e7f-a217-efd5ecefa4b1,Female;_Adult
e7a3a49f-b310-411c-b14d-692a60a283d3,Male;_Adult
8cb679c8-ccd5-48d2-b910-7fc1150cf984,4;_CIV
d13c9c29-818e-4303-86ae-626b8833fec2,5;_CV
